"Owning Library","Create Date","Call Number","Title","Author","Barcode","Circ Modifier","Price","Legacy Stat Cat 1 Value"
"TRRLS-WAYNE","2020-06-18 10:23:39-04","BIO LOCKE","The new Negro : the life of Alain Locke","Stewart, Jeffrey C. 1950-","31006003830619","book","39.95","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 10:33:21-04","YA BIO GRIMES","Ordinary hazards : a memoir","Grimes, Nikki","31006003830593","book","19.99","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 10:37:44-04","BIO HURSTON","Dust tracks on a road","Hurston, Zora Neale","31006003830569","book","14.99","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 10:46:46-04","BIO BOURDAIN","Anthony Bourdain remembered.",,"31006003830544","book","35.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 11:11:27-04","BIO SMITH","Just kids","Smith, Patti","31006003826419","book","16.99","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 11:11:51-04","BIO BASQUIAT","Basquiat : a graphic novel","Parisi, Paolo 1980-","31006003830528","book","19.99","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 11:14:39-04","BIO WALDER","The unexpected spy : from the CIA to the FBI, my secret life taking down some of the world's most notorious terrorists","Walder, Tracy","31006003830502","book","27.99","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 11:26:19-04","NON FIC 306.362 H","Barracoon : the story of the last ""black cargo""","Hurston, Zora Neale","31006003830486","book","24.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-18 11:40:09-04","NON FIC 940.5486 O","Madame Fourcade's secret war : the daring young woman who led France's largest spy network against Hitler","Olson, Lynne","31006003830460","book","30.00","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-18 11:42:15-04","BIO KING","On writing : a memoir of the craft","King, Stephen 1947-","31006003826435","book","17.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 11:54:09-04","NON FIC 305.8009 W","Self-portrait in black and white : unlearning race","Williams, Thomas Chatterton 1981-","31006003830445","book","25.95","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-18 12:06:03-04","NON FIC 920.72 S","In the country of women : a memoir","Straight, Susan","31006003830429","book","26.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 12:15:09-04","BIO EDISON","Edison","Morris, Edmund","31006003830403","book","38.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 12:26:11-04","BIO DANTICAT","Brother, I'm dying","Danticat, Edwidge 1969-","31006003826443","book","16.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 12:30:16-04","BIO JAMES","Wine girl : the obstacles, humiliations, and triumphs of America's youngest sommelier","James, Victoria (Sommelier)","31006003826450","book","26.99","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 12:33:43.83392-04","BIO NAMATH","All the way : my life in four quarters","Namath, Joe Willie 1943-","31006003826468","book","30.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 13:51:25.89593-04","NON FIC 364.1523 K","The phantom prince : my life with Ted Bundy","Kendall, Elizabeth","31006003830387","book","25.00","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-18 14:08:09.16749-04","DALAI LAMA XIV","The Dalai Lama : an extraordinary life","Norman, Alexander","31006003830379","book","30.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 14:17:11.168422-04","BIO NOAH","Born a crime : stories from a South African childhood","Noah, Trevor 1984-","31006003830346","book","28.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 14:45:37.60157-04","BIO KAHLO","The diary of Frida Kahlo : an intimate self-portrait","Kahlo, Frida","31006003830338","book","29.99","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 14:52:59.295349-04","NON FIC 306.362 D","Never caught : the Washingtons' relentless pursuit of their runaway slave, Ona Judge","Dunbar, Erica Armstrong","31006003830304","book","26.00","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-18 15:04:00.423323-04","NON FIC 818.5409 C","Working : researching, interviewing, writing","Caro, Robert A.","31006003830262","book","25.00","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-18 15:10:03.223216-04","NON FIC 940.5318 M","A light in the darkness : Janusz Korczak, his orphans, and the Holocaust","Marrin, Albert","31006003830247","book","19.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-18 15:19:05-04","REF 346.7306 P","The small business start-up kit : a step-by-step legal guide","Pakroo, Peri","31006003830213","book","29.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-18 15:21:48-04","REF 346.7306 S","Legal forms for starting & running a small business","Steingold, Fred S. 1936-","31006003830197","book","29.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-18 15:26:00.567185-04","NON FIC 978.1843 S","Heartland : a memoir of working hard and being broke in the richest country on Earth","Smarsh, Sarah","31006003830189","book","26.00","PINES-FICTION"
"TRRLS-WAYNE","2020-06-18 15:29:50.857047-04","BIO GUERRERO","In the country we love : my family divided","Guerrero, Diane 1986-","31006003830171","book","28.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 15:36:53.272908-04","YA BIO SATRAPI","Persepolis","Satrapi, Marjane 1969-","31006003830163","book","21.95","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-18 15:43:47-04","EASY ROB","Elsie","Robert, Nadine","31006003830148","book","16.99","PINES-FICTION"
"TRRLS-WAYNE","2020-06-18 15:57:54-04","NON FIC 635.9344 O","The orchid thief","Orlean, Susan","31006003830130","book","17.00","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-18 16:01:31.302585-04","BIO ROUNDTREE","Mighty justice : my life in civil rights","Roundtree, Dovey Johnson 1914-2018","31006003830122","book","16.95","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-19 16:04:13.145342-04","BIO STOWE","Harriet Beecher Stowe : a spiritual life","Koester, Nancy 1954-","31006003843299","book","24.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-19 16:24:19.589163-04","NON FIC 940.5318 F","The volunteer : one man, an underground army, and the secret mission to destroy Auschwitz","Fairweather, Jack","31006003843265","book","28.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-19 16:30:42.225168-04","NON FIC 810.9 E","The life you save may be your own : an American pilgrimage","Elie, Paul 1965-","31006003843257","book","18.00","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-19 16:33:44.007862-04","BIO DAY","Perfectly wounded : a memoir about what happens after a miracle","Day, Mike","31006003843240","book","28.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-22 09:44:10.82352-04","NON FIC 615.7827 T","The complete guide to CBD","Tomashoff, Craig","31006003826922","book","19.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-22 09:58:02.886252-04","BIO KILMER","I'm your huckleberry","Kilmer, Val 1959-","31006003826955","book","27.99","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-22 10:09:24-04","BIO BUFORD","Dirt : adventures in Lyon as a chef in training, father, and sleuth looking for the secrets of French cooking","Buford, Bill","31006003826963","book","28.95","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-22 10:13:02.51559-04","BIO HOLBROOKE","Our man : Richard Holbrooke and the end of the American century","Packer, George 1960-","31006003826971","book","30.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-22 11:01:26-04","AUDIO CD FIC WOO","The Englisch daughter : a novel","Woodsmall, Cindy","31006003140795","audiobook","102.75","PINES-FICTION"
"TRRLS-WAYNE","2020-06-22 11:03:11-04","AUDIO CD FIC PET","Forever hidden","Peterson, Tracie","31006003140803","audiobook","92.75","PINES-FICTION"
"TRRLS-WAYNE","2020-06-22 11:05:49-04","AUDIO CD FIC PET","Secrets of my heart","Peterson, Tracie","31006003140811","audiobook","123.75","PINES-FICTION"
"TRRLS-WAYNE","2020-06-22 11:07:25-04","AUDIO CD FIC AFS","Daughter of Rome : a novel","Afshar, Tessa","31006003140829","audiobook","123.75","PINES-FICTION"
"TRRLS-WAYNE","2020-06-22 11:09:27-04","AUDIO CD FIC WAL","If for any reason","Walsh, Courtney 1975-","31006003140837","audiobook","123.75","PINES-FICTION"
"TRRLS-WAYNE","2020-06-22 13:26:18.498416-04","NON FIC 346.0434 M","Beginner landlord : 101 forms to managing rental property investing : legal self-help guide","Mistry, Sanket","31006003827763","book","36.95","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-22 14:19:52.267285-04","NON FIC 616.3991 S","Celiac lost : a family guide to finding a gluten-free life","Shiflett, Shelly","31006003827771","book","11.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-22 14:36:38.536194-04","NON FIC 668.12 A","The complete guide to natural soapmaking : create 65 all-natural cold-process, hot-process, liquid, melt-and-pour, and hand-milled soaps","Aaron, Amanda Gail","31006003827789","book","22.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-22 14:45:07.951359-04","NON FIC 747 V","Home is where you make it : DIY ideas & stying secrets to create a home you love, whether you rent or own","Vanderzeil, Geneva","31006003827797","book","24.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-24 16:49:59-04","NON FIC 248.862 H","Coming clean : a story of faith","Haines, Seth.","31006003844222","book","15.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-25 14:00:39.637891-04","NON FIC 327.1273 F","Life undercover : coming of age in the CIA","Fox, Amaryllis","31006003828332","book","26.95","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-26 07:32:04-04","AUDIO CD FIC STO","Phantom Hill : a Ralph Compton novel","Stowers, Carlton","31006003140845","audiobook","102.75","PINES-FICTION"
"TRRLS-WAYNE","2020-06-26 08:55:38.36872-04","BIO RABASA","Stepping stones : a memoir of addiction, loss, and transformation","Rabasa, Marilea C.","31006003827581","book","16.95","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-26 09:00:17.902211-04","NON FIC 814.54 L","No time to spare : thinking about what matters","Le Guin, Ursula K. 1929-2018","31006003827599","book","14.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-26 09:09:27.712492-04","NON FIC 747 M","Interior design since 1900","Massey, Anne 1956-","31006003827607","book","24.95","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-26 09:11:59.679836-04","BIO SOLNIT","Recollections of my nonexistence","Solnit, Rebecca","31006003827615","book","26.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-26 09:15:00.472124-04","NON FIC 638.1092 C","Honey and venom : confessions of an urban beekeeper","CotÈ, Andrew","31006003827623","book","27.00","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-26 09:26:08.17791-04","NON FIC 616.8914 G","Maybe you should talk to someone : a therapist, her therapist, and our lives revealed","Gottlieb, Lori","31006003827631","book","28.00","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-26 09:29:40.254082-04","BIO REICHL","Save me the plums : my Gourmet memoir","Reichl, Ruth","31006003827649","book","27.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-06-26 10:15:29.209489-04","AUDIO CD FIC SWE","The rattlesnake season","Sweazy, Larry D.","31006003140886","audiobook","77.75","PINES-FICTION"
"TRRLS-WAYNE","2020-06-26 10:17:16.402253-04","AUDIO CD FIC JOH","North of Laramie","Johnstone, William W.","31006003140860","audiobook","102.75","PINES-FICTION"
"TRRLS-WAYNE","2020-06-26 10:18:34.882202-04","AUDIO CD FIC HIL","Bad apple : a novel of The Alamo","Hill, Lancaster 1951-","31006003140878","audiobook","92.75","PINES-FICTION"
"TRRLS-WAYNE","2020-06-26 10:20:09.247239-04","AUDIO CD FIC JOH","Twelve dead men","Johnstone, William W.","31006003140852","audiobook","92.75","PINES-FICTION"
"TRRLS-WAYNE","2020-06-29 11:01:44.244759-04","NON FIC 641.563 F","Paleo diet and weight loss cookbook","Finley, Denise.","31006003828340","book","10.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-29 11:21:43.299421-04","NON FIC 641.563 G","Paleo air fryer cookbook : 250 quick and easy hot air fryer recipes for beginners and pros","Green, Victoria","31006003828357","book","8.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-06-29 11:36:48.44354-04","NON FIC 641.563 G","Paleo slow cooker cookbook : 300 delicious paleo slow cooker recipes for beginners","Green, Victoria","31006003828365","book","8.99","PINES-NONFICTION"
"TRRLS-WOOD","2020-05-19 16:06:32.967877-04","NON FIC 378.3 T","501 ways for adult students to pay for college : going back to school without going broke","Tanabe, Gen S.","31006003823390","book","17.99","PINES-GIFT"
"TRRLS-WOOD","2020-05-19 16:20:27.336999-04","NON FIC 709 C","Art for beginners","Cavallaro, Dani 1962-","31006003823408","book","11.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-19 16:30:05.585552-04","JUV NF 534 M","Sound","Midthun, Joseph.","31006003823416","book","25.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-19 16:32:56-04","JUV NF 538 M","Magnetism","Midthun, Joseph.","31006003823424","book","25.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-19 16:35:04.460326-04","JUV NF 531.14 M","Gravity","Midthun, Joseph.","31006003823432","book","25.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 10:17:12.218192-04","JUV NF 531.11 M","Force and motion","Midthun, Joseph.","31006003823440","book","25.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 10:29:33.792136-04","JUV NF 537 M","Electricity","Midthun, Joseph.","31006003823457","book","25.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 10:33:46.403324-04","JUV NF 535 M","Light","Midthun, Joseph.","31006003823465","book","25.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 10:40:40.229164-04","JUV NF 531.6 M","Energy","Midthun, Joseph.","31006003823473","book","25.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 10:59:37.213455-04","JUV NF 530.41 M","Matter and how it changes","Midthun, Joseph.","31006003823481","book","25.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 11:02:58.93296-04","JUV NF 536 M","Heat","Midthun, Joseph.","31006003823499","book","25.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 11:19:36.301866-04","JUV NF 530 M","Matter and its properties","Midthun, Joseph.","31006003823507","book","25.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 11:58:14.2965-04","JUV FIC HAM","The tree that owns itself and other adventure tales from out of the past","Hammer, Loretta Johnson.","31006003823515","book","8.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 12:01:01.417076-04","JUV FIC BRA","Master Will and the Spanish spy","Bradman, Tony","31006003823523","book","8.56","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 12:06:03.801237-04","JUV FIC STE","Kidnapped","Fields, Jan.","31006003823531","book","17.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 12:12:18.971492-04","JUV FIC CAR","The education of Little Tree","Carter, Forrest","31006003823549","book","14.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 12:29:31.113787-04","NON FIC 599.75 B","ZooBorns cats! : the newest, cutest kittens and cubs from the world's zoos","Bleiman, Andrew.","31006003823556","book","11.99","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 12:36:41.046627-04","NON FIC 973.742 S","Stonewall of the West : Patrick Cleburne and the Civil War","Symonds, Craig L.","31006003823564","book","25.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 15:02:55.407035-04","JUV FIC BRU","Bad Kitty goes to the vet","Bruel, Nick","31006003823572","book","4.99","PINES-GIFT"
"TRRLS-WOOD","2020-05-20 15:04:54.806106-04","JUV FIC BRU","Bad Kitty vs Uncle Murray : the uproar at the front door","Bruel, Nick","31006003823580","book","6.99","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 10:18:46-04","JUV FIC AME","High hopes for Addy","Porter, Connie Rose 1959-","31006003823598","book","3.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 10:22:43-04","JUV FIC AME","Samantha's winter party","Tripp, Valerie 1951-","31006003823606","book","3.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 10:42:53-04","JUV FIC AME","Kirsten on the trail","Shaw, Janet Beeler 1937-","31006003823614","book","3.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 10:45:52-04","JUV FIC AME","A reward for Josefina","Tripp, Valerie 1951-","31006003823622","book","3.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 10:48:11.474463-04","JUV FIC AME","Molly takes flight","Tripp, Valerie 1951-","31006003823630","book","3.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 11:43:15.92034-04","JUV FIC AME","Meet Felicity : an American girl : 1774","Tripp, Valerie 1951-","31006003823648","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 11:55:56.34995-04","JUV FIC AME","Happy birthday, Felicity! : a springtime story","Tripp, Valerie 1951-","31006003823655","book","8.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 12:12:52.618931-04","JUV FIC AME","Molly learns a lesson : a school story","Tripp, Valerie 1951-","31006003823663","book","12.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 12:15:09.17619-04","JUV FIC AME","Molly's surprise : a Christmas story","Tripp, Valerie 1951-","31006003823671","book","12.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 12:19:03.914604-04","JUV FIC AME","Meet Addy : an American girl","Porter, Connie Rose 1959-","31006003823689","book","12.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 13:07:58.833022-04","JUV FIC AME","Addy learns a lesson : a school story","Porter, Connie Rose 1959-","31006003823697","book","12.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 13:09:38.507563-04","JUV FIC AME","Happy birthday, Addy! : a springtime story","Porter, Connie Rose 1959-","31006003823705","book","12.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 13:14:33.301399-04","JUV FIC AME","Addy saves the day : a summer story","Porter, Connie Rose 1959-","31006003823713","book","12.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 13:16:44.170475-04","JUV FIC AME","Meet Samantha, an American girl","Adler, Susan S. 1946-","31006003823721","book","7.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 13:18:43.801603-04","JUV FIC AME","Meet Samantha : an American girl","Adler, Susan S. 1946-","31006003823739","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 13:20:43.447665-04","JUV FIC AME","Samantha learns a lesson : a school story","Adler, Susan S. 1946-","31006003823747","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 14:06:31.533975-04","JUV FIC AME","Samantha's surprise : a Christmas story","Schur, Maxine","31006003823754","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 14:28:16.673033-04","JUV FIC AME","Happy birthday, Samantha! : a springtime story","Tripp, Valerie 1951-","31006003823762","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 14:30:53.424322-04","JUV FIC AME","Samantha saves the day : a summer story","Tripp, Valerie 1951-","31006003823770","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 14:33:49.822521-04","JUV FIC AME","Changes for Samantha : a winter story","Tripp, Valerie 1951-","31006003823788","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 15:36:06.744564-04","JUV FIC AME","Meet Kirsten, an American girl","Shaw, Janet Beeler 1937-","31006003823796","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 15:36:06.744564-04","JUV FIC AME","Meet Kirsten, an American girl","Shaw, Janet Beeler 1937-","31006003823804","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 15:38:33.318326-04","JUV FIC AME","Kirsten learns a lesson : a school story","Shaw, Janet Beeler 1937-","31006003823812","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 15:40:55.412979-04","JUV FIC AME","Kirsten's surprise : a Christmas story","Shaw, Janet Beeler 1937-","31006003823820","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 15:43:12.769902-04","JUV FIC AME","Kirsten saves the day : a summer story","Shaw, Janet Beeler 1937-","31006003823838","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 15:47:58.568295-04","JUV FIC AME","Happy birthday, Kirsten! : a springtime story","Shaw, Janet Beeler 1937-","31006003823846","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 15:49:55.400091-04","JUV FIC AME","Changes for Kirsten : a winter story","Shaw, Janet Beeler 1937-","31006003823853","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 15:55:04.448195-04","JUV FIC GIF","Pictures of Hollis Woods","Giff, Patricia Reilly","31006003823861","book","6.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 15:57:26.736717-04","JUV FIC SPI","Milkweed : a novel","Spinelli, Jerry","31006003823879","book","8.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 16:00:27.346834-04","JUV FIC SEI","Brainboy and the Deathmaster","Seidler, Tor","31006003823887","book","16.99","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 16:06:32.16426-04","JUV FIC MAR","Here today","Martin, Ann M. 1955-","31006003823895","book","16.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 16:33:11.67615-04","NON FIC 646.7 F","The way to wealth","Franklin, Benjamin 1706-1790","31006003823903","book","9.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 16:39:31.601862-04","FIC FRE","Once upon a Christmas : stories","Freeman, James Dillet","31006003823911",,"16.95",
"TRRLS-WOOD","2020-05-21 16:53:15.436239-04","JUV FIC GRA","The wind in the willows","Grahame, Kenneth 1859-1932","31006003823929","book","20.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-21 16:55:12.423623-04","JUV FIC PEC","A long way from Chicago : a novel in stories","Peck, Richard 1934-","31006003823937","book","8.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 10:08:36.098496-04","JUV FIC TAY","Song of the trees","Taylor, Mildred D.","31006003823945","book","10.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 10:13:02.619019-04","YA FIC ROS","Chloe Leiberman (sometimes Wong) : a novel","Rosten, Carrie.","31006003823952","book","15.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 10:18:18.7243-04","JUV NF 428.6 M","McGuffey's fourth eclectic reader.","McGuffey, William Holmes 1800-1873","31006003823960","book","9.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 11:07:15.076089-04","JUV FIC BRO","Little Cricket","Brown, Jackie.","31006003823978","book","15.99","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 11:17:30.049734-04","JUV NF 398.2 M","King Arthur and his knights of the Round Table","Malory, Thomas Sir active 15th century","31006003823986","book","16.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 11:20:33.056635-04","EASY CAR","Better not get wet, Jesse Bear","Carlstrom, Nancy White.","31006003823994","book","13.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 12:42:54.487689-04","JUV FIC BLA","Santa's Christmas storybook","Black, Sheila (Sheila Fiona)","31006003824000","book","19.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 12:53:02.32754-04","JUV NF 910.45 L","Pirate","Lock, Deborah","31006003824018","book","9.99","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 12:56:01.497342-04","NON FIC 598.07 S","The bird feeder book : an easy guide to attracting, identifying, and understanding your feeder birds","Stokes, Donald W.","31006003824026","book","10.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 12:58:45.189561-04","EASY DAL","Wake up, Mr B!","Dale, Penny.","31006003824034","book","15.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 13:02:40.943647-04","NON FIC 598 J","Backyard birds : an enthusiast's guide to feeding, housing, and fostering wild birds","Jenner, Janann V.","31006003824042","book","20.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 13:05:36.37666-04","EASY SEI","Halloween","Seinfeld, Jerry.","31006003824059","book","15.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 13:11:11.68094-04","EASY HOW","When I'm sleepy","Howard, Jane R.","31006003824067","book","11.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 13:13:31.973857-04","EASY KLE","If I were a moose","Kleinen, Patrick.","31006003824075","book","15.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 13:18:17.728004-04","EASY LOW","The poky little puppy","Lowrey, Janette Sebring 1892-1986","31006003824083","book","15.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 13:24:28.312034-04","EASY RYD","Chipmunk song","Ryder, Joanne","31006003824091","book","10.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 13:26:27.885999-04","EASY MAR","Polar bear, polar bear, what do you hear?","Martin, Bill 1916-2004","31006003824109","book","14.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 13:55:17.646573-04","EASY GRA","Who wants Arthur?","Graham, Amanda 1961-","31006003824117","book","15.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 13:57:25.572683-04","EASY STE","Snuggle Piggy and the magic blanket","Stepto, Michele","31006003824125","book","11.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 13:59:53.462276-04","EASY AND","Giraffes can't dance","Andreae, Giles 1966-","31006003824133","book","5.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 15:47:54.559095-04","EASY LOB","Frog and Toad all year","Lobel, Arnold.","31006003824141","book","16.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 15:51:41.702345-04","EASY LOB","Frog and toad together","Lobel, Arnold.","31006003824158","book","16.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 15:57:24.336919-04","EASY ELL","Come and play bunny!","Ellsworth, Nick.","31006003824166","book","5.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 15:59:19.310415-04","EASY CUS","You are my I love you","Cusimano, Maryann K.","31006003824174","book","15.99","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 16:03:48.528831-04","EASY CAS","Herbert Binns & the flying tricycle","Castle, Caroline","31006003824182","book","15.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 16:05:50.03127-04","EASY BRI","Clifford, we love you","Bridwell, Norman","31006003824190","book","7.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 16:12:36.513932-04","EASY BRE","The mitten : a Ukrainian folktale","Brett, Jan 1949-","31006003824208","book","14.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 16:14:12.933386-04","EASY NUM","If you give a mouse a cookie","Numeroff, Laura Joffe","31006003824216","book","5.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 16:15:57.483892-04","EASY STE","Interrupting chicken","Stein, David Ezra.","31006003824224","book","10.99","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 16:18:36.321796-04","EASY MAD","Death in a nut","Maddern, Eric.","31006003824232","book","15.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 16:20:07.216374-04","LP FIC RIC","The imposter bride","Richler, Nancy 1957-2018","31006003824240","book","30.00","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 16:22:30.015536-04","FIC JAP","The two hearts of Kwasi Boachi","Japin, Arthur 1956-","31006003824257","book","26.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 16:26:19.551899-04","YA FIC FAR","The house of the scorpion","Farmer, Nancy 1941-","31006003824265","book","17.95","PINES-GIFT"
"TRRLS-WOOD","2020-05-22 16:29:40.376193-04","JUV FIC ROW","Harry Potter and the Half-Blood Prince","Rowling, J. K.","31006003824273","book","29.99","PINES-GIFT"
